text_akhir,polarity_score,polarity
suka krn seru kadang kadang si mode hide n seek main gitu dah main menghabiskan kuota klo pakai internet klo wifi mah gamasalah jd mainnya super sus,0,neutral
apdet map eh ribet chat gk bebas gk liat full layar apk jelek banget mending balikin versi aja,-8,negative
suka aplikasi tolong game cheternyaaa mohon diperbaikin lagiiii suka bermain game iniii seru bangetttt,5,positive
control update dongv kalo main hp analog nge stuck mulu update biar ubah letaknyasaran doang,-1,negative
hai kenalin nama bening salam kenal game favorit among us game baguscanggihkeren best pokonya terima kasih game semoga sukses l v e n g u,10,positive
bagus crewmate kemampuan misi biar seru kaya pas impostor,3,positive
ang gamenya kalaw gwe masuk layarnya kosong gamemohon perbaiki,-7,negative
bagus tp suka ngelag scr game seru serunya jd impostor,2,positive
assalamualaikum hai gays mengomentari game among us bagus si game mabar kadang masukdan gamenya lemot macet macet kadang keder tugas among us,4,positive
game bagus mendidik pembunuh bayaran mempelajari menyusup membunuh orang,0,neutral
game seru bnget tokoh pemainnya imut gemoy parah makasih udh game yg gemoy kek gini lucu kek gini pokoknya thank,4,positive
yg game gamenya bagus kalo add friends dapet imposter kasi hukuman biar gamenya seru,0,neutral
game enak banget seru cit game seru sumpah boong enak banget game yg mainin youtuberoooo game bikin bosan,6,positive
game seru wifi bagus main online server taii,0,neutral
maaf kasih bintang game serutolong donk defeloper ditambahin fitur pesan suaranya biar nambah seru nambah suka fitur suaranya,1,positive
sumpah ni game knp si dikit gw kluar gara yg gajelas cheater ban aj dah tu cheater among us gausah main gw imp pilih manual aj ama ai random iklan iklan kredivo yg penggunaan memori bet lu handphone gw handphone handphone gubernur mikir dikit,-23,negative
bagus banget ni gamewalau udah game bagus berkembang,-1,negative
pencarian room diskonek pdhal sinyal bagus main yg aman tpi banget bug eror server find room eror,-11,negative
bang servernya dimainin kayak rusak coba berbaki bang,-3,negative
game kasih bintang pas login pake akun google play sukses login tolong fix,10,positive
game jelekkkk masuk eh tibatiba suruhin download versi udah download tibatiba mendadak download diem mulu udah tungguin loading tolong benerin plsss kasih bintang,1,positive
parah si bikin gamenya nggak nyangka gamenya seru asikdan bikin main pastinya pertahankan gamenya,-9,negative
hello name mariska im indonesia nggak tau among us nggak bukak hp udah download kali tama download bukak aplikasi ny ehh item layarnya trus coba pikir hapus trus download ulang membaik gitu gitu aja tolong kasih saran mainkan game gimana mengajak teman main among us kalo among us hp bermasalah trims,-12,negative
game nggak bagus boong game bagus player pas udah orang player nggak start,-5,negative
bagus suka impostor waw gem favorit banget kalo bermain sodara tolong perbaiki,2,positive
server asia kadangkadang hilang sinyal cheater game please developer kasih pelanggaran yg cheater tuh,-1,negative
daftar nama ngobrol coba langsung daftar oh gemnya bagus liat kaebawah udah dibilangin bagus,-2,negative
tolong perbaikin gamenya kebanyakan ngebug udah update bagus jelek udah mainin developer memaksimalkan tetep jelek kayak gini perbaikin game game jelek,-15,negative
gamenya bagus diperbaiki servernya kadang kadang room join room,5,positive
nama karakter nama room gabisa custom gatau isinya orang chat otomatis jdi memperlambat sia sia download game aneh,-3,negative
seru capek ngetik main pakai hp diperbaharui aplikasi fitur voice note gitu good pokoknya,-2,negative
bagus crewmate bosen crewmate impostor oh kekurangan game fitur teman diconnects menerus,-7,negative
tolong cheatnya banget males main tolong developer banned yg pakai cheatt meresahkan dah fix kasih bintang,-7,negative
suka game banget menungguorangorang menunggu orangterus main tertangkap menang lapor orang mati kasih bintang karna suka game,7,positive
tolong kalo mabar aja salah temen yg masuk room room belom penuh server udh tetep masuk,-8,negative
gamenya simple asik nggak ngebosenin sayang nggak bahasa indonesianya tolong dikasih bahasa indonesia biar enak memahaminya,-3,negative
ni gua kasih tau chaet game sistem udah gitu pindah imposter kalo impistor pindah ngerti tolol,-17,negative
tolong update hp layar hitam dikit gk tau orang cepet fix bug,-9,negative
sebenernya ni game asik kesini org² sampah yg pake cheat tolong developer menanggapi keluhan² pemain,-2,negative
seru banget freeplay bot gerak diem diem aja freeplay dimiripin kayak online gamenya bagis banget suka,-2,negative
keren banget game memikirkan impostordan impostor asik isengin temen temen main bareng,4,positive
udah super sus udah super sus among us laku semoga game game nomor play store sekian assalamualaikum warohmatullahhi wabarokatu,9,positive
salah game terbaik mainkan konsepnya simpel gapernah bosan main game thanks developer,8,positive
game seruu banget pokonya nyesel klo gk download apk seru dimana pas fitnah fitnahan impostor seru oh btw kasih bintang dlu update biar gk chet bng update kasih bintang full,-6,negative
game bagus sederhana cheater menguasai nggak main yg fair mental mental cheater untung dunia nyata nggak lu cheat tolong developer perhatikan pemain bener mempertimbangkan ulasan semenjak sampahsampah nggak ngalah game rusak uninstall ajalah game,0,neutral
top initapi saran update sihbiar nggak ulang ulang kalo masukbiasanya klo main pencet kali bisatapi emang bagus siip,-2,negative
bagus tambahkan fiturmapdan peningkatan grafis pemain mudah bosanserta koneksi stabil,-1,negative
among us jelek update jelek gelap pas wa bebas updatenya download,-15,negative
halo nama vera game bagus kasih bintang ajakan buruk ngajak demo gedung dpr gamenya tetep bagus,-9,negative
game bagus bagus berinteraksi pemain follow followan gitu,-5,negative
main among us orang indonesia jumpa english gue acakacakan,0,neutral
gamenya bagus tambahin police gitu biar aja biar seru impostornya tambahin biar seru player enak mainininya,-6,negative
game among usnya bagus map airship bagus banget map airship task,-1,negative
gameplay seru kedepannya tolong tambahkan voice chat discuss text chat ribet,3,positive
kualitas game menurun mengasih bintang bug tolong perbaiki,4,positive
tolong diperbaiki penanganan lagnya gamenya simpel servernya sampah,1,positive
ngeleg ples kagak ngetik bahasa tolong perbaiki gua suka among us ganti nama banget among tolong diperbaiki plis gamenya udah rusak fix parah banget plis perbaiki,-10,negative
udh suka game kadang ngelag terkeluar game suka yak tolong perbaiki gk ngelag,12,positive
bagus cumakok punyaku updatepunya temenku bisaaku nyaman pas mainkarenaaku kejadianaku udah mati vote orang lainaneh pengen petskin hat yg lengkapaku nyobacara petskin hat gratisaku coba bisapadahal temenku bisaaaaaahggudah segini ajabye,7,positive
game bagus tukar tubuh pemain online plisssss online iklanya masak game mainin plissssssssss prenaiki,-9,negative
tolong tombol analog customisai jempol nyaman penempatan tombol analog,9,positive
game seru banget sampe ketagihan sumpah ihh coba deplovernya tolong tambahin mode mode fitur fitur biar seru,-5,negative
update mudahin ngetik ngetik udh gada opsi perbaikan game bodoh,5,positive
maaf bermain game nggak layar hp tolong bantuan tunggu produser pencipta game among us terimakasih maaf bintang mohon maaf ketidaknyamanannya,4,positive
gamenya bagus cuman ping diperbaiki ping biar enak main,-3,negative
gamenya udah oke saran mod game ato apapun meresahkan player tolong hapus aja ban permanen aja ty,2,positive
mantep banget dah seru gamenya gamenya dimainin orang tolong cheat dibanned pls,-4,negative
game bagus kalo update layarnya gelap setitik doang keliatannya gimanasih game ok bye jamgan lupa benerin ok,1,positive
game seru cuman error gitu upfate error,-8,negative
asli denger temen game game nge trend pas mabar asik seru asli pas impostor trus report kocak seru parahhh,13,positive
game memakan signal wifi mbps signal diatas mbs discionect,-2,negative
gua tunggu tunggu rilis map arsip semangat main berjuang update ok sekian terimakasih,5,positive
sehabis update lancar server join room permainantolong server perbaiki,3,positive
jaringan parah banget masuk gamenya pdhal dah pake telkomsel diperbaiki servernya biar,-15,negative
kasih bintang layar keliatan orng titik doang tolonng among us game update aja,2,positive
seru bet nuduh temen ditambahin server indonesia biar enak ngomong bahasa indo kadang suka dc gitu langsung room,0,neutral
maaf kasih bintang karna buka among us layar item game gimana kasih tau pengen ngerasain maen kakakku ajah tp gk tolong,-1,negative
among us bagus bangettt tpi skin top gratis enakv pokoknya game game terbaik,13,positive
game sederhana kayak game suasana kuburan klasik gitucuman g pahami maen initapi asik banget game,16,positive
tolong perbaiki gamenya disconnect padaha sinyal bagus lag penyimpanan,-1,negative
pelayer game among us kadang² suka menu game kasih bintang karna game bagus banget tolong perbaiki makasih,13,positive
game seru banget kadang impostor kadang pake nama impostor impos mulu silah coba pake nama impostoe scp coba pake nama,15,positive
bagus bangt seru semoga mode map map diper luas pepain kalo ruangan map,1,positive
game bagus saran aja klo diupdate game tambahin fitur menarik kaya warna role player gk bosen,-2,negative
kasih bintang cheaternya main udah kalah itukan adil perusahaanpengembang game mohon atasi game kecurangan game mohon pengembang game membaca kritik masukan dr orang terimakasih,10,positive
wowsejauh seneng banget game udah freenamefreechatlevelskin lihat data seluler itupun hasil jam makan mb ayo donlot game bagus banget,15,positive
impostor bantai si crewmate tugas bgian swipe card mudah game kasi stars edit udah seru hapus aja udah chat bebas,-7,negative
keren klo kayak hat pet knp bayar mahal banget sihh knp gk buka ajalagian klo main gk dapet duit,-3,negative
server dikit sinyal putus ditingkatkan tambahin fitur berkomunikasi layaknya bertelefon,-6,negative
kemarin suka game among us donwload pas udah update gk ketik sepuas klo gk kaya uninstal game among us,9,positive
gamenya bagus tolong cheater bosen main mohon developer innersloth hapus cheater bermain terimakasih saran game,-2,negative
kalo masuk gemenya kuota jaringannya bagus kecewa udah download,-7,negative
mantap ni game wajib coba game diskusi gitumantap deh tolong tambahkan bahasa indonesia biar biar mengertipokoknya keren dehv,1,positive
game bagusgame bener bener game terbagus download saran developer bijaksana game game cheatersaya menyalahkan developer menyalahkan cheater mohon developer update game developer membanned cheater game onlinejadi pengalaman bermain game mudah mudahan game maju update thanks,25,positive
bagus jaringan jelek mohon nambah teman bermain gampang bahasa indonesia semoga game berkembang bagus,-11,negative
permainan bagusjuga seru dimaininkadang dibunuh impos impos ketauan kalo impos langsung sabutalase lampu biar mudah bunuh main main among us seru jomblo nikah among us,-4,negative
assalamualaikum developer rara bilang orangnya warna aja rara bosen coba warna warni trus pakein baju rambut gitu biar ganteng kayak mas papa trus kecil² bantet gitu rara ndasuka xixixi,-5,negative
game bagus main disuruh update versi terbaru menginstal versi terbarunya mohon diperbaiki bintangnya,2,positive
vision trs item item map ko dibetulin ny susah nyari impostorny,-13,negative
game seru mencari room tertulis disconnect mohon game perbaiki,1,positive
maaf ngasih bintang massa sedabg bermain tibatiba aneh penyimpanan tolong developer perbaiki yah,1,positive
hai guysjadi pas main game tuh loading banget pdhl bnyk paket tolong update biar loadingnya gk,12,positive
game aslinya seru pakai wifi disconnect main game lancar jaya plis diperbaiki,10,positive
gua impostor disconect gue main ping gue bwh gue tes buka youtube lancar banget pas main impostor langsung disconnect,6,positive
baguss banget game nyaatapi kadang kadang eror tolong perbaiki oh please iklan,3,positive
assalamualaikum suka banget game kurangannya sinyal wifiku bagus tolong perbaiki terima kasih,10,positive
bagus bangett sukak banget game bikin gk bosen kalok badmood kalok impostor seru banget yg download cptn dowload game bagus banget,-7,negative
